Unnamed: 0,ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,User,EDUCATION_TYPE
22232,5136932,F,Y,N,1,Married,House / apartment,1,1,1,0,3.0,56,51,7.0,0,247500.0,Working,5136932,Secondary / secondary special
22233,5136933,F,Y,N,1,Married,House / apartment,1,1,1,0,3.0,47,51,7.0,0,247500.0,Working,5136933,Secondary / secondary special
22234,5136934,F,Y,N,1,Married,House / apartment,1,1,1,0,3.0,53,51,7.0,0,247500.0,Working,5136934,Secondary / secondary special
22235,5136935,F,Y,N,1,Married,House / apartment,1,1,1,0,3.0,52,51,7.0,0,247500.0,Working,5136935,Secondary / secondary special
22236,5136939,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,29,35,5.0,0,202500.0,State servant,5136939,Secondary / secondary special
22237,5136940,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,41,35,5.0,0,202500.0,State servant,5136940,Secondary / secondary special
22238,5136941,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,34,35,5.0,0,202500.0,State servant,5136941,Secondary / secondary special
22239,5136942,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,18,35,5.0,0,202500.0,State servant,5136942,Secondary / secondary special
22240,5136943,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,24,35,5.0,0,202500.0,State servant,5136943,Secondary / secondary special
22241,5136944,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,8,35,5.0,0,202500.0,State servant,5136944,Secondary / secondary special
22242,5136956,F,N,N,2,Single / not married,House / apartment,1,1,0,0,3.0,39,35,16.0,0,225000.0,Working,5136956,Higher education
22243,5136958,F,N,N,2,Single / not married,House / apartment,1,1,0,0,3.0,8,35,16.0,0,225000.0,Working,5136958,Higher education
22244,5136959,F,N,N,2,Single / not married,House / apartment,1,1,0,0,3.0,22,35,16.0,0,225000.0,Working,5136959,Higher education
22245,5136960,F,N,N,2,Single / not married,House / apartment,1,1,0,0,3.0,26,35,16.0,0,225000.0,Working,5136960,Higher education
22246,5136961,F,N,N,2,Single / not married,House / apartment,1,1,0,0,3.0,20,35,16.0,0,225000.0,Working,5136961,Higher education
22247,5136963,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,28,42,2.0,0,153000.0,Working,5136963,Secondary / secondary special
22248,5136964,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,4,42,2.0,0,153000.0,Working,5136964,Secondary / secondary special
22249,5136965,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,25,25,3.0,0,135000.0,Commercial associate,5136965,Higher education
22250,5136967,M,N,N,0,Civil marriage,House / apartment,1,0,1,0,2.0,1,27,9.0,0,135000.0,Working,5136967,Lower secondary
22251,5136968,M,N,N,0,Civil marriage,House / apartment,1,0,1,0,2.0,1,27,9.0,0,135000.0,Working,5136968,Lower secondary
22252,5136969,M,N,N,0,Civil marriage,House / apartment,1,0,1,0,2.0,33,27,9.0,0,135000.0,Working,5136969,Lower secondary
22253,5136970,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,15,35,15.0,0,306000.0,State servant,5136970,Higher education
22254,5136971,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,34,35,15.0,0,306000.0,State servant,5136971,Higher education
22255,5136972,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,36,35,15.0,0,306000.0,State servant,5136972,Higher education
22256,5136973,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,39,35,15.0,0,306000.0,State servant,5136973,Higher education
22257,5136974,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,48,35,15.0,0,306000.0,State servant,5136974,Higher education
22258,5136975,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,4,35,15.0,0,306000.0,State servant,5136975,Higher education
22259,5136976,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,3,35,15.0,0,306000.0,State servant,5136976,Higher education
22260,5136977,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,36,35,15.0,0,306000.0,State servant,5136977,Higher education
22261,5136978,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,9,35,15.0,0,306000.0,State servant,5136978,Higher education
22262,5136979,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,24,35,15.0,0,306000.0,State servant,5136979,Higher education
22263,5136980,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,21,35,15.0,0,306000.0,State servant,5136980,Higher education
22264,5136981,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,15,35,15.0,0,306000.0,State servant,5136981,Higher education
22265,5136982,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,15,35,15.0,0,306000.0,State servant,5136982,Higher education
22266,5136983,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,10,35,15.0,0,306000.0,State servant,5136983,Higher education
22267,5136984,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,30,34,9.0,0,247500.0,Working,5136984,Secondary / secondary special
22268,5136985,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,45,34,9.0,0,247500.0,Working,5136985,Secondary / secondary special
22269,5136987,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,7,42,1.0,0,225000.0,Working,5136987,Secondary / secondary special
22270,5136991,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,38,42,1.0,0,225000.0,Working,5136991,Secondary / secondary special
22271,5136992,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,26,42,1.0,0,225000.0,Working,5136992,Secondary / secondary special
22272,5136993,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,4,42,1.0,0,225000.0,Working,5136993,Secondary / secondary special
22273,5136997,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,41,42,1.0,0,225000.0,Working,5136997,Secondary / secondary special
22274,5136998,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,57,50,22.0,0,139500.0,Working,5136998,Secondary / secondary special
22275,5137000,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,34,50,22.0,0,139500.0,Working,5137000,Secondary / secondary special
22276,5137001,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,43,50,22.0,0,139500.0,Working,5137001,Secondary / secondary special
22277,5137002,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,3,50,22.0,0,139500.0,Working,5137002,Secondary / secondary special
22278,5137003,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,32,50,22.0,0,139500.0,Working,5137003,Secondary / secondary special
22279,5137004,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,28,50,22.0,0,139500.0,Working,5137004,Secondary / secondary special
22280,5137005,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,14,50,22.0,0,139500.0,Working,5137005,Secondary / secondary special
22281,5137006,M,Y,N,0,Married,House / apartment,1,1,1,0,2.0,14,50,22.0,0,139500.0,Working,5137006,Secondary / secondary special
22282,5137007,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,14,40,1.0,0,247500.0,Working,5137007,Secondary / secondary special
22283,5137011,M,N,N,0,Civil marriage,House / apartment,1,1,1,1,2.0,8,60,12.0,0,225000.0,Working,5137011,Secondary / secondary special
22284,5137012,M,N,N,0,Civil marriage,House / apartment,1,1,1,1,2.0,8,60,12.0,0,225000.0,Working,5137012,Secondary / secondary special
22285,5137013,M,N,N,0,Civil marriage,House / apartment,1,1,1,1,2.0,55,60,12.0,0,225000.0,Working,5137013,Secondary / secondary special
22286,5137014,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,18,32,8.0,0,180000.0,Working,5137014,Secondary / secondary special
22287,5137015,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,25,32,8.0,0,180000.0,Working,5137015,Secondary / secondary special
22288,5137016,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,25,32,8.0,0,180000.0,Working,5137016,Secondary / secondary special
22289,5137017,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,15,32,8.0,0,180000.0,Working,5137017,Secondary / secondary special
22290,5137018,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,23,32,8.0,0,180000.0,Working,5137018,Secondary / secondary special
22291,5137021,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,23,50,1.0,0,180000.0,State servant,5137021,Secondary / secondary special
22292,5137022,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,51,50,1.0,0,180000.0,State servant,5137022,Secondary / secondary special
22293,5137025,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,44,50,1.0,0,180000.0,State servant,5137025,Secondary / secondary special
22294,5137026,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,42,50,1.0,0,180000.0,State servant,5137026,Secondary / secondary special
22295,5137027,F,N,N,0,Widow,House / apartment,1,1,1,0,1.0,0,50,1.0,0,180000.0,State servant,5137027,Secondary / secondary special
22296,5137031,M,Y,N,1,Married,House / apartment,1,0,1,0,3.0,20,39,1.0,0,112500.0,Working,5137031,Secondary / secondary special
22297,5137032,M,Y,N,1,Married,House / apartment,1,0,1,0,3.0,30,39,1.0,0,112500.0,Working,5137032,Secondary / secondary special
22298,5137033,M,Y,N,1,Married,House / apartment,1,0,1,0,3.0,30,39,1.0,0,112500.0,Working,5137033,Secondary / secondary special
22299,5137034,M,Y,N,1,Married,House / apartment,1,0,1,0,3.0,6,39,1.0,0,112500.0,Working,5137034,Secondary / secondary special
22300,5137061,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,53,49,26.0,0,216000.0,State servant,5137061,Higher education
22301,5137062,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,17,49,26.0,0,216000.0,State servant,5137062,Higher education
22302,5137063,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,13,49,26.0,0,216000.0,State servant,5137063,Higher education
22303,5137066,M,Y,N,1,Married,With parents,1,1,1,0,3.0,49,32,2.0,0,315000.0,Commercial associate,5137066,Higher education
22304,5137067,M,Y,N,1,Married,With parents,1,1,1,0,3.0,53,32,2.0,0,315000.0,Commercial associate,5137067,Higher education
22305,5137069,M,Y,N,1,Married,With parents,1,1,1,0,3.0,35,32,2.0,0,315000.0,Commercial associate,5137069,Higher education
22306,5137070,M,Y,N,1,Married,With parents,1,1,1,0,3.0,58,32,2.0,0,315000.0,Commercial associate,5137070,Higher education
22307,5137071,M,Y,N,1,Married,With parents,1,1,1,0,3.0,16,32,2.0,0,315000.0,Commercial associate,5137071,Higher education
22308,5137072,M,Y,N,1,Married,With parents,1,1,1,0,3.0,16,32,2.0,0,315000.0,Commercial associate,5137072,Higher education
22309,5137073,M,Y,N,1,Married,With parents,1,1,1,0,3.0,39,32,2.0,0,315000.0,Commercial associate,5137073,Higher education
22310,5137074,M,Y,N,1,Married,With parents,1,1,1,0,3.0,57,32,2.0,0,315000.0,Commercial associate,5137074,Higher education
22311,5137075,M,Y,N,1,Married,With parents,1,1,1,0,3.0,33,32,2.0,0,315000.0,Commercial associate,5137075,Higher education
22312,5137076,M,Y,N,1,Married,With parents,1,1,1,0,3.0,31,32,2.0,0,315000.0,Commercial associate,5137076,Higher education
22313,5137077,M,Y,N,1,Married,With parents,1,1,1,0,3.0,19,32,2.0,0,315000.0,Commercial associate,5137077,Higher education
22314,5137078,M,Y,N,1,Married,With parents,1,1,1,0,3.0,16,32,2.0,0,315000.0,Commercial associate,5137078,Higher education
22315,5137079,M,Y,N,1,Married,With parents,1,1,1,0,3.0,13,32,2.0,0,315000.0,Commercial associate,5137079,Higher education
22316,5137082,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,31,39,1.0,0,247500.0,Commercial associate,5137082,Secondary / secondary special
22317,5137083,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,30,40,1.0,0,180000.0,Commercial associate,5137083,Secondary / secondary special
22318,5137084,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,16,40,1.0,0,180000.0,Commercial associate,5137084,Secondary / secondary special
22319,5137085,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,30,40,1.0,0,180000.0,Commercial associate,5137085,Secondary / secondary special
22320,5137086,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,27,40,1.0,0,180000.0,Commercial associate,5137086,Secondary / secondary special
22321,5137087,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,12,40,1.0,0,180000.0,Commercial associate,5137087,Secondary / secondary special
22322,5137088,F,N,N,1,Separated,House / apartment,1,1,1,0,2.0,5,28,4.0,0,90000.0,State servant,5137088,Secondary / secondary special
22323,5137089,F,N,N,1,Separated,House / apartment,1,1,1,0,2.0,0,28,4.0,0,90000.0,State servant,5137089,Secondary / secondary special
22324,5137090,F,N,N,1,Separated,House / apartment,1,1,1,0,2.0,2,28,4.0,0,90000.0,State servant,5137090,Secondary / secondary special
22325,5137103,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,27,51,0.0,0,360000.0,State servant,5137103,Secondary / secondary special
22326,5137104,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,26,51,0.0,0,360000.0,State servant,5137104,Secondary / secondary special
22327,5137105,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,31,51,0.0,0,360000.0,State servant,5137105,Secondary / secondary special
22328,5137106,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,42,51,0.0,0,360000.0,State servant,5137106,Secondary / secondary special
22329,5137107,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,59,51,0.0,0,360000.0,State servant,5137107,Secondary / secondary special
22330,5137117,M,Y,N,0,Married,Municipal apartment,1,1,1,0,2.0,15,57,3.0,0,81000.0,Working,5137117,Secondary / secondary special
22331,5137118,M,Y,N,0,Married,Municipal apartment,1,1,1,0,2.0,32,57,3.0,0,81000.0,Working,5137118,Secondary / secondary special
22332,5137125,F,N,N,0,Single / not married,With parents,1,0,0,0,1.0,20,21,2.0,0,90000.0,Commercial associate,5137125,Secondary / secondary special
22333,5137126,F,N,N,0,Single / not married,With parents,1,0,0,0,1.0,13,21,2.0,0,90000.0,Commercial associate,5137126,Secondary / secondary special
22334,5137127,F,N,N,0,Single / not married,With parents,1,0,0,0,1.0,13,21,2.0,0,90000.0,Commercial associate,5137127,Secondary / secondary special
22335,5137128,F,N,N,0,Single / not married,With parents,1,0,0,0,1.0,2,21,2.0,0,90000.0,Commercial associate,5137128,Secondary / secondary special
22336,5137129,M,Y,N,1,Separated,House / apartment,1,1,1,0,2.0,42,39,0.0,0,99000.0,Commercial associate,5137129,Higher education
22337,5137131,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,22,32,0.0,0,326250.0,Commercial associate,5137131,Higher education
22338,5137132,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,50,32,0.0,0,326250.0,Commercial associate,5137132,Higher education
22339,5137133,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,41,32,0.0,0,326250.0,Commercial associate,5137133,Higher education
22340,5137134,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,50,32,0.0,0,326250.0,Commercial associate,5137134,Higher education
22341,5137135,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,18,32,0.0,0,326250.0,Commercial associate,5137135,Higher education
22342,5137166,M,Y,N,1,Married,Municipal apartment,1,1,0,0,3.0,32,43,5.0,0,459000.0,State servant,5137166,Higher education
22343,5137169,M,Y,N,1,Married,Municipal apartment,1,1,0,0,3.0,26,43,5.0,0,459000.0,State servant,5137169,Higher education
22344,5137170,M,Y,N,1,Married,Municipal apartment,1,1,0,0,3.0,47,43,5.0,0,459000.0,State servant,5137170,Higher education
22345,5137171,M,Y,N,1,Married,Municipal apartment,1,1,0,0,3.0,24,43,5.0,0,459000.0,State servant,5137171,Higher education
22346,5137172,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,10,55,10.0,0,225000.0,Working,5137172,Secondary / secondary special
22347,5137173,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,25,55,10.0,0,225000.0,Working,5137173,Secondary / secondary special
22348,5137174,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,30,55,10.0,0,225000.0,Working,5137174,Secondary / secondary special
22349,5137175,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,8,55,10.0,0,225000.0,Working,5137175,Secondary / secondary special
22350,5137177,F,N,N,1,Married,House / apartment,1,1,1,1,3.0,1,33,2.0,0,153000.0,Working,5137177,Incomplete higher
22351,5137178,F,N,N,1,Married,House / apartment,1,1,1,1,3.0,5,33,2.0,0,153000.0,Working,5137178,Incomplete higher
22352,5137203,M,N,N,0,Single / not married,With parents,1,1,0,0,1.0,46,27,0.0,1,90000.0,Working,5137203,Secondary / secondary special
22353,5137204,M,N,N,0,Single / not married,With parents,1,1,0,0,1.0,16,27,0.0,0,90000.0,Working,5137204,Secondary / secondary special
22354,5137206,M,N,N,0,Single / not married,With parents,1,1,0,0,1.0,54,27,0.0,1,90000.0,Working,5137206,Secondary / secondary special
22355,5137207,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,49,51,5.0,0,90000.0,Working,5137207,Secondary / secondary special
22356,5137208,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,27,51,5.0,0,90000.0,Working,5137208,Secondary / secondary special
22357,5137209,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,23,51,5.0,0,90000.0,Working,5137209,Secondary / secondary special
22358,5137210,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,25,51,5.0,0,90000.0,Working,5137210,Secondary / secondary special
22359,5137211,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,28,51,5.0,0,90000.0,Working,5137211,Secondary / secondary special
22360,5137213,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,39,51,5.0,0,90000.0,Working,5137213,Secondary / secondary special
22361,5137214,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,47,51,5.0,0,90000.0,Working,5137214,Secondary / secondary special
22362,5137215,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,5,51,5.0,0,90000.0,Working,5137215,Secondary / secondary special
22363,5137217,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,25,51,5.0,0,90000.0,Working,5137217,Secondary / secondary special
22364,5137218,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,18,51,5.0,0,90000.0,Working,5137218,Secondary / secondary special
22365,5137219,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,3,51,5.0,0,90000.0,Working,5137219,Secondary / secondary special
22366,5137223,F,N,N,0,Married,House / apartment,1,1,1,1,2.0,11,30,3.0,0,180000.0,Working,5137223,Higher education
22367,5137225,F,N,N,0,Married,House / apartment,1,1,1,1,2.0,9,30,3.0,0,180000.0,Working,5137225,Higher education
22368,5137226,F,N,N,0,Married,House / apartment,1,1,1,1,2.0,15,30,3.0,0,180000.0,Working,5137226,Higher education
22369,5137227,F,N,N,0,Married,House / apartment,1,1,1,1,2.0,11,30,3.0,0,180000.0,Working,5137227,Higher education
22370,5137228,F,N,N,0,Married,House / apartment,1,1,1,1,2.0,53,30,3.0,1,180000.0,Working,5137228,Higher education
22371,5137229,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,47,39,7.0,0,180000.0,Commercial associate,5137229,Secondary / secondary special
22372,5137231,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,25,39,7.0,0,180000.0,Commercial associate,5137231,Secondary / secondary special
22373,5137232,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,56,39,7.0,0,180000.0,Commercial associate,5137232,Secondary / secondary special
22374,5137233,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,37,39,7.0,0,180000.0,Commercial associate,5137233,Secondary / secondary special
22375,5137234,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,42,39,7.0,0,180000.0,Commercial associate,5137234,Secondary / secondary special
22376,5137235,M,Y,N,0,Married,Municipal apartment,1,1,0,0,2.0,29,39,7.0,0,180000.0,Commercial associate,5137235,Secondary / secondary special
22377,5137236,F,N,N,1,Married,House / apartment,1,0,0,0,3.0,2,29,4.0,0,225000.0,Working,5137236,Higher education
22378,5137240,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,32,48,9.0,0,90000.0,Working,5137240,Secondary / secondary special
22379,5137241,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,49,48,9.0,1,90000.0,Working,5137241,Secondary / secondary special
22380,5137245,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,25,48,9.0,0,90000.0,Working,5137245,Secondary / secondary special
22381,5137246,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,25,48,9.0,0,90000.0,Working,5137246,Secondary / secondary special
22382,5137247,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,30,48,9.0,1,90000.0,Working,5137247,Secondary / secondary special
22383,5137248,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,17,48,9.0,0,90000.0,Working,5137248,Secondary / secondary special
22384,5137249,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,40,51,3.0,0,135000.0,Working,5137249,Secondary / secondary special
22385,5137250,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,43,51,3.0,0,135000.0,Working,5137250,Secondary / secondary special
22386,5137251,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,35,51,3.0,0,135000.0,Working,5137251,Secondary / secondary special
22387,5137252,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,19,51,3.0,0,135000.0,Working,5137252,Secondary / secondary special
22388,5137253,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,29,51,3.0,0,135000.0,Working,5137253,Secondary / secondary special
22389,5137254,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,57,51,3.0,0,135000.0,Working,5137254,Secondary / secondary special
22390,5137255,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,27,51,3.0,0,135000.0,Working,5137255,Secondary / secondary special
22391,5137256,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,42,29,6.0,0,166500.0,Commercial associate,5137256,Incomplete higher
22392,5137257,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,38,29,6.0,0,166500.0,Commercial associate,5137257,Incomplete higher
22393,5137258,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,0,29,6.0,0,166500.0,Commercial associate,5137258,Incomplete higher
22394,5137259,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,38,29,6.0,0,166500.0,Commercial associate,5137259,Incomplete higher
22395,5137260,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,30,29,6.0,0,166500.0,Commercial associate,5137260,Incomplete higher
22396,5137261,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,21,29,6.0,0,166500.0,Commercial associate,5137261,Incomplete higher
22397,5137262,M,Y,N,0,Single / not married,House / apartment,1,1,0,0,1.0,13,29,6.0,0,166500.0,Commercial associate,5137262,Incomplete higher
22398,5137269,F,N,N,0,Single / not married,House / apartment,1,1,0,0,1.0,18,44,10.0,0,135000.0,Working,5137269,Secondary / secondary special
22399,5137270,F,N,N,0,Single / not married,House / apartment,1,1,0,0,1.0,9,44,10.0,0,135000.0,Working,5137270,Secondary / secondary special
22400,5137272,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,20,35,13.0,0,234000.0,Working,5137272,Secondary / secondary special
22401,5137275,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,34,35,13.0,0,234000.0,Working,5137275,Secondary / secondary special
22402,5137277,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,39,35,13.0,0,234000.0,Working,5137277,Secondary / secondary special
22403,5137278,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,32,35,13.0,0,234000.0,Working,5137278,Secondary / secondary special
22404,5137280,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,30,38,1.0,0,405000.0,Commercial associate,5137280,Higher education
22405,5137281,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,30,38,1.0,0,405000.0,Commercial associate,5137281,Higher education
22406,5137284,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,32,38,1.0,0,405000.0,Commercial associate,5137284,Higher education
22407,5137285,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,39,38,1.0,0,405000.0,Commercial associate,5137285,Higher education
22408,5137286,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,25,38,1.0,0,405000.0,Commercial associate,5137286,Higher education
22409,5137287,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,53,38,1.0,0,405000.0,Commercial associate,5137287,Higher education
22410,5137288,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,38,38,1.0,0,405000.0,Commercial associate,5137288,Higher education
22411,5137289,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,59,42,20.0,0,225000.0,Working,5137289,Secondary / secondary special
22412,5137290,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,25,42,20.0,0,225000.0,Working,5137290,Secondary / secondary special
22413,5137292,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,39,42,20.0,0,225000.0,Working,5137292,Secondary / secondary special
22414,5137293,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,12,42,20.0,0,225000.0,Working,5137293,Secondary / secondary special
22415,5137294,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,28,42,20.0,0,225000.0,Working,5137294,Secondary / secondary special
22416,5137296,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,28,42,20.0,0,225000.0,Working,5137296,Secondary / secondary special
22417,5137297,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,29,42,20.0,0,225000.0,Working,5137297,Secondary / secondary special
22418,5137298,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,30,42,20.0,0,225000.0,Working,5137298,Secondary / secondary special
22419,5137299,M,Y,N,1,Married,House / apartment,1,1,1,0,3.0,13,42,20.0,0,225000.0,Working,5137299,Secondary / secondary special
22420,5137300,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,45,37,4.0,0,157500.0,Commercial associate,5137300,Higher education
22421,5137301,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,18,37,4.0,0,157500.0,Commercial associate,5137301,Higher education
22422,5137302,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,45,37,4.0,0,157500.0,Commercial associate,5137302,Higher education
22423,5137303,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,21,37,4.0,0,157500.0,Commercial associate,5137303,Higher education
22424,5137305,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,26,37,4.0,0,157500.0,Commercial associate,5137305,Higher education
22425,5137306,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,52,37,4.0,0,157500.0,Commercial associate,5137306,Higher education
22426,5137309,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,57,37,4.0,0,157500.0,Commercial associate,5137309,Higher education
22427,5137310,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,52,37,4.0,0,157500.0,Commercial associate,5137310,Higher education
22428,5137311,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,21,37,4.0,0,157500.0,Commercial associate,5137311,Higher education
22429,5137312,M,Y,N,2,Separated,Office apartment,1,0,1,0,3.0,12,37,4.0,0,157500.0,Commercial associate,5137312,Higher education
22430,5137313,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,27,26,3.0,0,135000.0,State servant,5137313,Higher education
22431,5137314,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,22,26,3.0,0,135000.0,State servant,5137314,Higher education
22432,5137315,F,N,N,1,Married,House / apartment,1,1,0,0,3.0,19,26,3.0,0,135000.0,State servant,5137315,Higher education
